場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST
4,11,2,6.73,0.0,52.2kg,1,6.71,47.83,61.74,6.54,45.95,70.27,41,28.57,42.86,45,20.0,20.0,4985,A1,井本,昌也  山口,山口,29,52.2,0.0,0,0.15
4,11,3,6.9,0.0,52.0kg,4,5.77,39.29,60.71,3.45,18.18,22.73,48,42.86,57.14,10,30.77,30.77,5368,B1,宮崎,心之介  埼玉,埼玉,24,52.0,0.0,0,0.17
4,11,4,6.95,0.0,52.0kg,3,4.95,35.09,45.61,6.11,36.84,57.89,21,42.86,57.14,72,0.0,0.0,4356,A2,長岡,良也  兵庫,兵庫,42,52.0,0.0,0,0.18
4,11,5,6.9,0.0,53.2kg,5,4.7,28.3,41.51,4.11,22.22,33.33,38,28.57,42.86,50,14.29,28.57,5120,B1,山本,稔太朗  愛知,愛知,25,53.2,0.0,0,0.16
4,11,6,7.02,0.0,55.5kg,6,6.17,48.08,63.46,6.8,56.1,70.73,67,14.29,28.57,74,28.57,42.86,4155,A2,長野,壮志郎  福岡,福岡,45,55.5,0.0,0,0.16
4,12,1,6.75,-0.5,52.0kg,2,6.71,39.47,57.89,6.71,57.14,57.14,65,0.0,57.14,70,25.0,75.0,3783,A1,瓜生,正義  福岡,福岡,50,52.0,0.0,0,0.15
4,12,2,6.9,-0.5,52.9kg,3,5.76,34.51,59.29,5.9,50.0,60.0,25,42.86,71.43,55,28.57,42.86,4142,A2,平野,和明  愛知,愛知,45,52.9,0.0,0,0.18
4,12,3,6.88,0.0,52.0kg,4,5.79,44.05,57.14,7.0,70.0,70.0,43,57.14,85.71,68,33.33,83.33,5060,A2,数原,魁  兵庫,兵庫,29,52.0,0.0,0,0.17
4,12,4,6.7,0.0,53.0kg,1,4.88,25.74,44.55,3.83,20.0,31.43,12,44.44,77.78,60,50.0,50.0,5223,B1,森清,友翔  福岡,福岡,25,53.0,0.0,0,0.16
4,12,5,6.82,0.0,52.4kg,6,6.97,55.17,75.0,5.93,40.0,60.0,19,42.86,71.43,32,42.86,71.43,5234,A1,塚越,海斗  群馬,群馬,27,52.4,0.0,0,0.15
4,12,6,6.85,0.0,52.0kg,5,5.82,46.84,60.76,6.09,45.45,63.64,29,42.86,42.86,43,14.29,71.43,5037,B1,田頭,虎親  香川,兵庫,28,52.0,0.0,0,0.18
6,1,1,6.68,-0.5,54.6kg,1,4.36,22.11,37.89,4.82,25.76,48.48,62,48.15,57.41,63,34.71,56.47,3718,B1,伊達,正利  静岡,静岡,51,54.6,0.0,0,0.17
6,1,2,6.76,-0.5,56.7kg,2,4.65,28.72,41.49,5.58,38.46,61.54,3,58.0,70.0,73,32.34,44.31,3967,B1,鈴木,茂高  愛知,愛知,46,56.7,1.0,0,0.18
6,1,3,6.69,0.0,52.2kg,4,6.33,39.04,61.64,7.9,74.19,87.1,51,25.93,48.15,12,35.76,50.3,4743,A1,木村,仁紀  滋賀,京都,33,52.2,0.0,0,0.15
6,1,4,6.68,-0.5,52.0kg,3,4.14,21.74,35.65,0.0,0.0,0.0,56,37.74,62.26,28,30.49,48.17,3539,B1,金子,順一  山口,山口,58,52.0,0.0,0,0.18
6,1,5,6.74,-0.5,53.3kg,5,5.68,34.09,57.95,4.37,22.22,44.44,12,19.15,51.06,55,28.05,42.68,5047,B1,國分,将太郎  東京,福島,32,53.3,0.0,0,0.20
6,1,6,6.71,-0.5,51.5kg,6,5.72,36.0,56.0,6.2,50.0,50.0,61,40.38,61.54,59,31.82,46.59,4663,B2,籾山,佳岳  愛知,愛知,43,51.5,1.0,0,0.16
6,2,1,6.63,-0.5,52.0kg,1,6.51,47.95,67.12,6.38,46.15,58.97,55,42.31,59.62,17,36.63,55.23,4137,A1,君島,秀三  滋賀,滋賀,45,52.0,0.0,0,0.14
6,2,2,6.72,0.0,55.2kg,2,4.66,23.76,40.59,4.89,36.84,39.47,52,36.54,51.92,14,34.52,51.79,4113,B1,木村,浩士  群馬,群馬,45,55.2,0.0,0,0.19
6,2,3,6.71,-0.5,56.1kg,4,3.44,13.33,20.0,4.1,10.0,30.0,2,42.55,61.7,32,39.18,61.4,3776,B1,横井,健太  愛知,愛知,51,56.1,0.0,0,0.17
6,2,4,6.69,-0.5,54.7kg,3,5.04,27.0,48.0,5.0,33.33,50.0,14,34.69,51.02,15,36.97,52.73,3708,B1,岡部,貴司  岡山,岡山,52,54.7,0.0,0,0.15
6,2,5,6.68,-0.5,52.0kg,6,4.55,22.08,38.96,4.31,18.75,37.5,20,49.06,69.81,25,36.26,52.63,5041,B1,荒牧,凪沙  福岡,福岡,27,52.0,1.0,0,0.16
6,2,6,6.82,-0.5,53.5kg,5,4.56,26.19,40.48,3.33,8.33,16.67,23,36.0,46.0,70,29.59,50.89,4872,B1,山下,流心  広島,広島,33,53.5,1.0,0,0.16
6,3,1,6.71,-0.5,52.0kg,2,6.33,44.44,61.9,6.5,46.15,53.85,9,23.21,30.36,43,29.94,48.41,4297,A1,山田,哲也  東京,千葉,43,52.0,0.0,0,0.12
6,3,2,6.69,-0.5,54.2kg,5,4.25,17.72,30.38,5.06,22.22,33.33,41,26.0,40.0,24,37.72,49.1,3458,B1,東,健介  岡山,熊本,59,54.2,0.0,0,0.16
6,3,3,6.68,0.0,51.5kg,4,3.97,11.49,32.18,3.25,0.0,12.5,10,47.27,65.45,27,30.41,47.95,4567,B1,上村,慎太郎  山口,山口,38,51.5,0.0,0,0.22
6,3,4,6.64,-0.5,52.0kg,1,4.95,29.81,50.96,5.6,45.0,55.0,13,32.65,59.18,52,22.52,40.4,4638,B1,小林,遼太  福岡,福岡,35,52.0,0.0,0,0.19
6,3,5,6.74,-0.5,57.7kg,3,4.26,20.22,33.71,4.53,23.53,41.18,43,18.18,36.36,45,41.86,53.49,4393,B1,田中,孝明  福岡,福岡,40,57.7,0.0,0,0.19
6,4,1,6.68,-0.5,52.0kg,1,6.65,52.38,65.31,5.9,45.0,65.0,26,43.1,56.9,18,37.58,56.97,4512,A1,高野,哲史  兵庫,兵庫,37,52.0,0.0,0,0.16
6,4,2,6.63,-0.5,52.0kg,2,4.48,23.4,38.3,4.0,20.0,30.0,5,48.08,75.0,67,39.88,55.36,4257,B1,古川,健  広島,広島,42,52.0,0.0,0,0.16
6,4,3,6.68,0.0,53.7kg,3,5.59,35.14,56.76,5.5,33.33,55.56,1,42.62,60.66,49,25.16,43.87,4423,B1,坂口,貴彦  岡山,岡山,37,53.7,0.0,0,0.17
6,4,4,6.73,0.0,52.4kg,6,4.01,16.88,36.36,4.76,27.03,40.54,4,37.5,52.08,29,38.41,53.05,4727,B1,安部,慎一  福岡,福岡,38,52.4,0.0,0,0.14
6,4,5,6.81,-0.5,52.9kg,5,4.04,20.41,35.71,4.24,23.81,35.71,39,22.64,33.96,38,29.63,46.91,3637,B1,齋藤,和政  愛知,愛知,55,52.9,0.0,0,0.18
6,4,6,6.81,-0.5,52.7kg,4,4.68,23.53,44.12,4.09,20.0,37.78,28,28.26,41.3,48,39.43,54.29,3790,B1,佐口,達也  群馬,群馬,54,52.7,0.0,0,0.20
6,5,1,6.66,-0.5,52.8kg,1,3.86,12.5,33.33,0.0,0.0,0.0,17,34.78,45.65,21,44.12,57.65,4866,B1,橋本,英一  福岡,福岡,36,52.8,0.0,0,0.16
6,5,2,6.65,-0.5,52.5kg,4,4.96,31.76,42.35,5.07,33.78,48.65,34,40.43,70.21,71,37.8,56.71,4625,B1,渡邊,裕貴  静岡,静岡,40,52.5,0.0,0,0.16
6,5,3,6.72,-0.5,52.3kg,2,4.57,29.47,41.05,4.44,18.75,31.25,47,27.08,47.92,56,36.59,50.61,4558,B1,宮野,仁  岡山,岡山,36,52.3,0.0,0,0.23
6,5,4,6.66,-0.5,54.1kg,3,4.24,17.82,34.65,5.29,42.86,42.86,6,25.0,43.75,31,29.11,50.63,4945,B1,上村,宏太  東京,東京,34,54.1,0.0,0,0.19
6,5,5,6.71,-0.5,56.7kg,6,4.65,28.72,41.49,5.58,38.46,61.54,3,58.0,70.0,73,32.34,44.31,3967,B1,鈴木,茂高  愛知,愛知,46,56.7,1.0,0,0.18
6,5,6,6.71,0.0,52.7kg,5,6.8,54.11,67.81,5.85,40.19,58.88,31,25.0,39.58,44,38.92,50.3,5034,A1,若林,義人  静岡,静岡,28,52.7,0.0,0,0.14
6,6,1,6.68,-0.5,52.0kg,1,7.16,53.38,76.69,6.52,38.1,66.67,38,38.0,52.0,26,25.83,41.72,4295,A1,小坂,尚哉  兵庫,大阪,39,52.0,0.0,0,0.15
6,6,2,6.53,2.5,52.4kg,3,5.17,32.61,55.43,6.8,60.0,70.0,19,32.0,42.0,76,37.72,50.3,4880,B1,澤崎,雄哉  東京,東京,31,52.4,0.0,0,0.17
6,6,3,6.65,-0.5,51.0kg,2,4.87,26.96,44.35,4.97,22.86,48.57,49,37.5,47.92,40,27.39,42.04,4811,B1,向井田,佑紀  広島,広島,37,51.0,0.0,0,0.16
6,6,4,6.69,-0.5,54.6kg,4,4.36,22.11,37.89,4.82,25.76,48.48,62,48.15,57.41,63,34.71,56.47,3718,B1,伊達,正利  静岡,静岡,51,54.6,0.0,0,0.17
6,6,5,6.73,-0.5,57.6kg,6,5.17,30.97,53.98,5.13,39.13,43.48,57,22.92,35.42,51,28.65,42.69,5082,B1,一色,凌雅  愛知,愛知,27,57.6,0.0,0,0.20
6,6,6,6.71,0.0,51.5kg,5,3.91,24.14,35.34,3.96,20.83,33.33,40,37.5,48.21,36,20.15,41.79,4035,B1,杉江,浩明  愛知,愛知,47,51.5,0.0,0,0.20
6,7,1,6.71,-0.5,52.0kg,1,4.89,26.85,42.59,5.22,28.05,45.12,22,48.0,72.0,16,28.48,43.67,3990,B1,芹澤,克彦  静岡,静岡,47,52.0,0.0,0,0.15
6,7,2,6.76,-0.5,53.1kg,2,5.03,30.77,51.92,5.0,26.92,50.0,30,23.53,43.14,64,32.75,49.12,4100,B1,松田,隆司  福岡,福岡,47,53.1,0.0,0,0.17
6,7,3,6.69,-0.5,52.0kg,3,4.47,22.12,42.31,4.33,27.78,38.89,64,24.49,44.9,57,37.65,50.0,4251,B1,川崎,誠志  山口,山口,43,52.0,0.0,0,0.20
6,7,4,6.81,-0.5,56.1kg,6,3.44,13.33,20.0,4.1,10.0,30.0,2,42.55,61.7,32,39.18,61.4,3776,B1,横井,健太  愛知,愛知,51,56.1,0.0,0,0.17
6,7,5,6.79,-0.5,54.2kg,5,4.38,16.9,40.85,4.38,28.57,38.1,25,17.02,29.79,75,23.61,45.14,3442,B1,宮武,英司  香川,香川,56,54.2,0.0,0,0.16
6,7,6,6.63,0.0,51.5kg,4,7.44,59.18,68.37,8.16,68.75,87.5,11,46.15,59.62,35,36.31,48.81,5068,A1,前田,滉  愛知,愛知,26,51.5,0.0,0,0.15
6,8,1,6.7,-0.5,54.7kg,2,5.04,27.0,48.0,5.0,33.33,50.0,14,34.69,51.02,15,36.97,52.73,3708,B1,岡部,貴司  岡山,岡山,52,54.7,0.0,0,0.15
6,8,2,6.76,-0.5,51.5kg,5,5.38,32.94,55.29,4.61,16.67,55.56,65,14.89,42.55,23,32.75,50.29,5339,B1,石井,伸長  香川,愛媛,25,51.5,0.0,0,0.16
6,8,3,6.69,-0.5,52.0kg,6,4.14,21.74,35.65,0.0,0.0,0.0,56,37.74,62.26,28,30.49,48.17,3539,B1,金子,順一  山口,山口,58,52.0,0.0,0,0.18
6,8,4,6.66,-0.5,52.0kg,1,7.01,57.94,72.22,6.11,33.33,55.56,46,41.18,62.75,33,28.57,50.6,4787,A1,椎名,豊  群馬,群馬,37,52.0,0.0,0,0.13
6,8,5,6.76,0.0,53.9kg,3,4.38,21.79,37.18,5.0,40.0,40.0,50,27.08,43.75,39,25.0,46.05,4954,B2,内山,峻輔  東京,東京,31,53.9,,,
6,8,6,6.78,-0.5,52.2kg,4,4.66,20.0,42.5,5.89,36.84,63.16,48,45.1,60.78,65,38.24,58.24,5063,B1,大塚,雅治  東京,神奈川,28,52.2,0.0,0,0.17
6,9,1,6.71,-0.5,54.3kg,1,5.21,36.84,47.37,6.06,43.75,68.75,32,41.51,56.6,30,40.0,55.29,3662,B1,大庭,元明  福岡,福岡,56,54.3,0.0,0,0.16
6,9,2,6.66,-0.5,52.4kg,6,4.01,16.88,36.36,4.76,27.03,40.54,4,37.5,52.08,29,38.41,53.05,4727,B1,安部,慎一  福岡,福岡,38,52.4,0.0,0,0.14
6,9,3,6.73,-0.5,53.3kg,5,5.68,34.09,57.95,4.37,22.22,44.44,12,19.15,51.06,55,28.05,42.68,5047,B1,國分,将太郎  東京,福島,32,53.3,0.0,0,0.20
6,9,4,6.76,-0.5,52.0kg,2,4.37,24.36,42.31,4.96,28.57,39.29,8,32.65,48.98,37,33.73,52.07,4626,B1,伊藤,紘章  愛知,愛知,40,52.0,0.0,0,0.23
6,9,5,6.76,-0.5,55.2kg,4,4.66,23.76,40.59,4.89,36.84,39.47,52,36.54,51.92,14,34.52,51.79,4113,B1,木村,浩士  群馬,群馬,45,55.2,0.0,0,0.19
6,9,6,6.71,-0.5,52.3kg,3,4.57,29.47,41.05,4.44,18.75,31.25,47,27.08,47.92,56,36.59,50.61,4558,B1,宮野,仁  岡山,岡山,36,52.3,0.0,0,0.23
6,10,1,6.67,0.0,52.7kg,1,6.8,54.11,67.81,5.85,40.19,58.88,31,25.0,39.58,44,38.92,50.3,5034,A1,若林,義人  静岡,静岡,28,52.7,0.0,0,0.14
6,10,2,6.61,-0.5,52.0kg,3,6.51,47.95,67.12,6.38,46.15,58.97,55,42.31,59.62,17,36.63,55.23,4137,A1,君島,秀三  滋賀,滋賀,45,52.0,0.0,0,0.14
6,10,3,6.68,-0.5,52.0kg,2,6.65,52.38,65.31,5.9,45.0,65.0,26,43.1,56.9,18,37.58,56.97,4512,A1,高野,哲史  兵庫,兵庫,37,52.0,0.0,0,0.16
6,10,4,6.66,0.0,51.5kg,6,3.97,11.49,32.18,3.25,0.0,12.5,10,47.27,65.45,27,30.41,47.95,4567,B1,上村,慎太郎  山口,山口,38,51.5,0.0,0,0.22
6,10,5,6.68,0.0,52.2kg,5,6.33,39.04,61.64,7.9,74.19,87.1,51,25.93,48.15,12,35.76,50.3,4743,A1,木村,仁紀  滋賀,京都,33,52.2,0.0,0,0.15
6,10,6,6.51,2.5,52.4kg,4,5.17,32.61,55.43,6.8,60.0,70.0,19,32.0,42.0,76,37.72,50.3,4880,B1,澤崎,雄哉  東京,東京,31,52.4,0.0,0,0.17
6,11,1,6.61,0.0,51.5kg,1,7.44,59.18,68.37,8.16,68.75,87.5,11,46.15,59.62,35,36.31,48.81,5068,A1,前田,滉  愛知,愛知,26,51.5,0.0,0,0.15
6,11,2,6.67,-0.5,52.0kg,3,7.16,53.38,76.69,6.52,38.1,66.67,38,38.0,52.0,26,25.83,41.72,4295,A1,小坂,尚哉  兵庫,大阪,39,52.0,0.0,0,0.15
6,11,3,6.66,0.0,52.0kg,2,4.55,22.08,38.96,4.31,18.75,37.5,20,49.06,69.81,25,36.26,52.63,5041,B1,荒牧,凪沙  福岡,福岡,27,52.0,1.0,0,0.16
6,11,4,6.71,-0.5,52.8kg,6,3.86,12.5,33.33,0.0,0.0,0.0,17,34.78,45.65,21,44.12,57.65,4866,B1,橋本,英一  福岡,福岡,36,52.8,0.0,0,0.16
6,11,5,6.64,-0.5,52.0kg,4,4.95,29.81,50.96,5.6,45.0,55.0,13,32.65,59.18,52,22.52,40.4,4638,B1,小林,遼太  福岡,福岡,35,52.0,0.0,0,0.19
6,11,6,6.67,-0.5,52.0kg,5,4.48,23.4,38.3,4.0,20.0,30.0,5,48.08,75.0,67,39.88,55.36,4257,B1,古川,健  広島,広島,42,52.0,0.0,0,0.16
6,12,1,6.63,-0.5,52.0kg,1,7.01,57.94,72.22,6.11,33.33,55.56,46,41.18,62.75,33,28.57,50.6,4787,A1,椎名,豊  群馬,群馬,37,52.0,0.0,0,0.13
6,12,2,6.76,-0.5,57.1kg,5,5.17,30.97,53.98,5.13,39.13,43.48,57,22.92,35.42,51,28.65,42.69,5082,B1,一色,凌雅  愛知,愛知,27,57.1,0.0,0,0.20
6,12,4,6.71,-0.5,53.1kg,2,5.59,35.14,56.76,5.5,33.33,55.56,1,42.62,60.66,49,25.16,43.87,4423,B1,坂口,貴彦  岡山,岡山,37,53.1,0.0,0,0.17
6,12,5,6.73,-0.5,52.3kg,3,4.96,31.76,42.35,5.07,33.78,48.65,34,40.43,70.21,71,37.8,56.71,4625,B1,渡邊,裕貴  静岡,静岡,40,52.3,0.0,0,0.16
6,12,6,6.66,-0.5,51.5kg,4,4.89,26.85,42.59,5.22,28.05,45.12,22,48.0,72.0,16,28.48,43.67,3990,B1,芹澤,克彦  静岡,静岡,47,51.5,0.0,0,0.15
7,1,1,6.66,-0.5,52.0kg,1,4.83,21.11,44.44,5.5,16.67,50.0,28,28.28,41.8,58,35.98,52.8,5276,B1,大島,隆乃介  福岡,福岡,24,52.0,0.0,0,0.17
7,1,2,6.69,0.0,52.1kg,5,6.41,49.47,66.32,6.81,51.85,70.37,43,27.35,45.3,54,31.08,45.95,5150,A1,坂本,雄紀  群馬,群馬,31,52.1,0.0,0,0.14
7,1,3,6.67,-0.5,52.0kg,3,2.07,5.26,7.89,1.38,0.0,0.0,33,31.62,47.86,70,37.93,56.16,5300,B1,横田,海人  愛知,愛知,23,52.0,0.0,0,0.18
7,1,4,6.68,0.0,51.5kg,2,4.08,22.62,35.71,3.4,10.0,20.0,36,30.37,46.3,29,32.31,46.67,5208,B1,屋良,龍紀  長崎,長崎,28,51.5,1.0,0,0.15
7,1,5,6.7,-0.5,54.2kg,4,3.67,16.09,28.74,2.6,6.67,11.67,17,35.02,52.92,46,34.98,54.71,5318,B1,河内,一馬  愛知,愛知,25,54.2,0.0,0,0.17
7,1,6,6.66,-0.5,57.8kg,6,2.1,3.39,10.17,0.5,0.0,0.0,46,36.22,52.36,63,30.59,44.71,5304,B2,井田,涼介  群馬,群馬,23,57.8,0.0,0,0.21
7,2,1,6.6,-0.5,47.0kg,1,3.57,10.45,23.88,2.1,0.0,9.52,19,35.11,53.19,53,41.13,54.55,5254,B1,羽田,妃希  愛知,愛知,23,47.0,0.0,0,0.22
7,2,3,6.64,0.0,45.0kg,2,6.0,42.55,63.83,0.0,0.0,0.0,54,40.0,54.36,39,32.56,51.63,5155,A2,内山,七海  福岡,福岡,29,45.0,0.0,0,0.15
7,2,4,6.65,-0.5,43.5kg,5,2.18,0.0,8.33,0.0,0.0,0.0,57,32.58,50.76,33,36.82,55.91,5389,B1,恵良,琴美  福岡,福岡,19,43.5,0.0,0,0.19
7,2,5,6.63,-0.5,49.3kg,3,6.43,42.86,60.71,5.85,44.68,55.32,72,42.02,59.24,40,34.76,53.65,4190,B2,長嶋,万記  静岡,静岡,45,49.3,0.0,0,0.16
7,2,6,6.65,0.0,46.5kg,4,7.08,57.55,73.58,6.97,58.06,83.87,49,33.2,47.66,18,30.77,46.75,4642,A2,松尾,夏海  香川,愛媛,34,46.5,0.0,0,0.16
7,3,1,6.73,0.0,52.6kg,5,3.42,5.56,22.22,0.0,0.0,0.0,64,36.76,57.84,77,31.28,43.08,5235,B2,岩田,凌  大阪,和歌山,27,52.6,0.0,0,0.17
7,3,2,6.61,-0.5,52.0kg,3,6.91,52.42,70.97,5.73,36.36,63.64,41,27.54,41.32,52,33.16,46.84,5191,A1,飛田,江己  埼玉,東京,25,52.0,0.0,0,0.13
7,3,3,6.69,0.0,53.3kg,4,5.74,43.06,56.94,7.69,75.0,81.25,51,30.6,43.72,38,36.4,60.53,5161,A2,登玉,隼百  兵庫,兵庫,27,53.3,0.0,0,0.15
7,3,4,6.71,-0.5,52.0kg,1,5.78,37.93,64.37,1.5,0.0,0.0,47,26.71,41.1,12,37.09,58.69,5325,B1,澁川,夏  大阪,大阪,22,52.0,0.0,0,0.17
7,3,5,6.76,-0.5,52.0kg,2,6.2,43.04,65.82,5.96,42.31,64.1,59,36.15,50.7,16,32.06,48.33,5166,A2,仲道,大輔  愛知,愛知,26,52.0,0.0,0,0.16
7,3,6,6.71,0.0,52.0kg,6,1.39,1.85,1.85,0.86,0.0,0.0,15,28.48,45.57,76,31.03,46.8,5422,B2,真田,聖也  埼玉,埼玉,24,52.0,1.0,0,0.14
7,4,1,6.76,0.0,46.0kg,1,5.29,29.03,48.39,6.11,44.44,66.67,62,27.39,43.15,74,34.51,57.52,5174,B2,川井,萌  静岡,静岡,24,46.0,0.0,0,0.19
7,4,2,6.71,-0.5,45.0kg,3,6.02,40.74,59.26,0.0,0.0,0.0,27,36.55,51.41,27,33.33,52.14,5118,A2,野田,なづき  佐賀,佐賀,25,45.0,0.0,0,0.18
7,4,3,6.72,-0.5,47.0kg,2,6.27,43.33,60.0,6.48,47.73,63.64,11,29.57,44.62,69,30.85,46.28,4450,A2,平高,奈菜  香川,愛媛,38,47.0,0.0,0,0.16
7,4,4,6.6,-0.5,47.7kg,6,6.64,47.92,59.38,5.58,36.0,56.0,45,28.33,42.5,35,40.34,58.8,4804,A1,高田,ひかる  三重,三重,31,47.7,0.0,0,0.19
7,4,5,6.71,-0.5,47.0kg,4,3.95,16.88,37.66,4.0,12.5,37.5,30,31.48,47.78,19,30.62,47.85,4720,B1,西澤,日花里  長崎,熊本,32,47.0,1.0,0,0.20
7,4,6,6.69,0.0,45.5kg,5,5.17,32.14,50.0,2.88,5.88,17.65,56,34.26,52.25,68,31.25,44.79,4941,B1,孫崎,百世  滋賀,北海道,37,45.5,0.0,0,0.21
7,5,1,6.68,0.0,52.0kg,6,2.07,5.26,7.89,1.38,0.0,0.0,33,31.62,47.86,70,37.93,56.16,5300,B1,横田,海人  愛知,愛知,23,52.0,0.0,0,0.18
7,5,2,6.73,-0.5,52.0kg,2,5.18,38.03,49.3,3.0,14.29,14.29,39,39.01,53.81,30,42.11,53.44,5219,B1,森口,和紀  福岡,福岡,25,52.0,0.0,0,0.20
7,5,3,6.68,-0.5,52.0kg,5,3.91,17.98,32.58,0.0,0.0,0.0,75,25.69,41.67,51,32.58,44.8,5273,B1,山下,拓巳  兵庫,兵庫,24,52.0,0.0,0,0.17
7,5,4,6.68,-0.5,45.5kg,3,5.05,32.14,53.57,4.78,33.33,33.33,29,38.82,54.01,17,37.44,56.83,4499,B1,滝川,真由子  長崎,愛知,38,45.5,1.0,0,0.18
7,5,5,6.72,-0.5,53.2kg,1,5.29,33.77,55.84,6.85,56.25,68.75,20,34.18,54.43,14,36.67,56.25,4689,B1,豊田,結  静岡,静岡,32,53.2,0.0,0,0.16
7,5,6,6.68,-0.5,47.6kg,4,6.74,54.1,70.49,0.0,0.0,0.0,61,33.46,51.47,31,42.53,59.73,4885,A2,大山,千広  福岡,福岡,30,47.6,0.0,0,0.15
7,6,1,6.7,-0.5,54.2kg,1,3.67,16.09,28.74,2.6,6.67,11.67,17,35.02,52.92,46,34.98,54.71,5318,B1,河内,一馬  愛知,愛知,25,54.2,0.0,0,0.17
7,6,2,6.73,0.0,51.5kg,3,3.61,11.84,23.68,1.73,0.0,6.67,48,27.69,43.08,61,38.96,54.22,5381,B1,有山,望  大阪,奈良,21,51.5,1.0,0,0.17
7,6,3,6.71,0.0,52.3kg,2,6.85,51.24,69.42,6.41,47.06,64.71,14,28.44,38.53,49,36.6,51.55,5221,A1,竹間,隆晟  大阪,大阪,25,52.3,0.0,0,0.15
7,6,4,6.71,-0.5,46.0kg,5,5.99,45.37,65.74,5.39,34.09,56.82,52,30.94,49.43,60,33.95,47.91,4117,A2,廣中,智紗衣  東京,愛知,45,46.0,0.0,0,0.22
7,6,5,6.71,-0.5,43.5kg,6,2.18,0.0,8.33,0.0,0.0,0.0,57,32.58,50.76,33,36.82,55.91,5389,B1,恵良,琴美  福岡,福岡,19,43.5,0.0,0,0.19
7,6,6,6.7,-0.5,46.5kg,4,4.67,29.49,46.15,3.78,0.0,33.33,77,46.63,58.55,47,37.17,54.42,5078,B1,山川,波乙  三重,三重,28,46.5,0.0,0,0.19
7,7,1,6.67,-0.5,47.0kg,1,6.95,54.17,68.33,6.75,50.0,71.43,55,36.02,51.72,72,32.74,50.0,4433,A1,川野,芽唯  福岡,福岡,40,47.0,0.0,0,0.17
7,7,2,6.65,-0.5,45.5kg,5,4.88,32.41,46.3,4.29,26.67,42.22,60,45.85,67.32,36,35.47,60.68,5230,B1,石原,凪紗  愛知,岐阜,22,45.5,0.0,0,0.20
7,7,3,6.63,-0.5,49.3kg,2,6.43,42.86,60.71,5.85,44.68,55.32,72,42.02,59.24,40,34.76,53.65,4190,B2,長嶋,万記  静岡,静岡,45,49.3,0.0,0,0.16
7,7,4,6.77,-0.5,52.6kg,4,3.42,5.56,22.22,0.0,0.0,0.0,64,36.76,57.84,77,31.28,43.08,5235,B2,岩田,凌  大阪,和歌山,27,52.6,0.0,0,0.17
7,7,5,6.67,0.0,52.0kg,6,2.55,5.0,12.5,1.07,0.0,0.0,34,49.21,64.02,75,31.34,48.39,5364,B1,金子,怜央  群馬,群馬,26,52.0,0.0,0,0.17
7,7,6,6.58,-0.5,52.0kg,3,6.29,49.54,61.47,4.89,33.33,33.33,40,38.12,54.26,65,39.65,57.71,5330,A2,安河内鈴之介,福岡,福岡,22,52.0,0.0,0,0.15
7,8,1,6.77,-0.5,52.0kg,1,6.2,43.04,65.82,5.96,42.31,64.1,59,36.15,50.7,16,32.06,48.33,5166,A2,仲道,大輔  愛知,愛知,26,52.0,0.0,0,0.16
7,8,2,6.77,-0.5,57.8kg,5,2.1,3.39,10.17,0.5,0.0,0.0,46,36.22,52.36,63,30.59,44.71,5304,B2,井田,涼介  群馬,群馬,23,57.8,0.0,0,0.21
7,8,3,6.78,0.0,52.2kg,4,3.41,15.94,23.19,0.0,0.0,0.0,76,40.47,60.0,15,38.35,58.25,5309,B1,森,雄利  長崎,長崎,21,52.2,0.0,0,0.14
7,8,4,6.86,0.0,46.0kg,3,5.29,29.03,48.39,6.11,44.44,66.67,62,27.39,43.15,74,34.51,57.52,5174,B2,川井,萌  静岡,静岡,24,46.0,0.0,0,0.19
7,8,5,6.8,0.0,45.0kg,6,1.62,0.0,4.0,1.45,0.0,4.26,26,42.01,56.62,24,26.67,44.62,5347,B2,井澤,聖奈  愛知,長野,22,45.0,0.0,0,0.21
7,8,6,6.8,-0.5,45.0kg,2,7.31,55.67,74.23,7.56,55.56,77.78,16,33.93,55.71,22,31.84,45.25,4823,A2,中村,桃佳  香川,香川,33,45.0,0.0,0,0.13
7,9,1,6.63,-0.5,52.0kg,1,6.91,52.42,70.97,5.73,36.36,63.64,41,27.54,41.32,52,33.16,46.84,5191,A1,飛田,江己  埼玉,東京,25,52.0,0.0,0,0.13
7,9,2,6.69,0.0,51.5kg,5,4.08,22.62,35.71,3.4,10.0,20.0,36,30.37,46.3,29,32.31,46.67,5208,B1,屋良,龍紀  長崎,長崎,28,51.5,1.0,0,0.15
7,9,3,6.7,-0.5,51.5kg,4,5.78,37.93,64.37,1.5,0.0,0.0,47,26.71,41.1,12,37.09,58.69,5325,B1,澁川,夏  大阪,大阪,22,51.5,0.0,0,0.17
7,9,4,6.68,0.0,44.0kg,2,6.0,42.55,63.83,0.0,0.0,0.0,54,40.0,54.36,39,32.56,51.63,5155,A2,内山,七海  福岡,福岡,29,44.0,0.0,0,0.15
7,9,6,6.74,0.0,46.5kg,3,4.75,28.17,45.07,3.38,19.15,25.53,24,28.05,41.46,37,39.83,55.93,5272,B1,松田,真実  愛知,愛知,24,46.5,0.0,0,0.19
